ID,NAME,md_HHinc_Est2016
6037218400,60372184,36667
6037218500,60372185,40913
6037218600,60372186,48571
6037218701,60372187.01,52622
6037218702,60372187.02,35330
6037218800,60372188,46198
6037218900,60372189,34304
6037219010,60372190.1,49583
6037219020,60372190.2,38836
6037219300,60372193,29980
6037219500,60372195,57236
6037219700,60372197,44808
6037219800,60372198,29375
6037219901,60372199.01,28846
6037219902,60372199.02,39356
6037220000,60372200,43333
6037220100,60372201,39663
6037221110,60372211.1,30456
6037221120,60372211.2,31889
6037221210,60372212.1,36184
6037221220,60372212.2,35815
6037221302,60372213.02,35148
6037221303,60372213.03,28125
6037221304,60372213.04,40947
6037221401,60372214.01,21937
6037221402,60372214.02,29321
6037221500,60372215,32008
6037221601,60372216.01,34519
6037221602,60372216.02,25625
6037221710,60372217.1,30326
6037221810,60372218.1,14063
6037221820,60372218.2,16723
6037221900,60372219,12265
6037222001,60372220.01,50179
6037222002,60372220.02,42431
6037222100,60372221,34663
6037222200,60372222,34142
6037222500,60372225,33529
6037222600,60372226,26188
6037222700,60372227,6875
6037224010,60372240.1,19976
6037224020,60372240.2,22135
6037224200,60372242,25517
6037224310,60372243.1,30000
6037224320,60372243.2,29738
6037224410,60372244.1,26582
6037224420,60372244.2,22563
6037224600,60372246,33487
6037224700,60372247,10042
6037226001,60372260.01,38090
6037226002,60372260.02,29375
6037226410,60372264.1,36225
6037226420,60372264.2,28980
6037226700,60372267,32034
6037227010,60372270.1,32035
6037227020,60372270.2,34375
6037228100,60372281,44048
6037228210,60372282.1,30417
6037228220,60372282.2,31542
6037228310,60372283.1,34795
6037228320,60372283.2,25000
6037228410,60372284.1,35268
6037228420,60372284.2,28426
6037228500,60372285,30098
6037228600,60372286,33594
6037228710,60372287.1,27703
6037228720,60372287.2,33487
6037228800,60372288,29342
6037228900,60372289,14259
6037229100,60372291,42518
6037229200,60372292,25598
6037229300,60372293,31044
6037229410,60372294.1,25509
6037229420,60372294.2,31182
6037231100,60372311,26250
6037231210,60372312.1,25958
6037231220,60372312.2,24219
6037231300,60372313,29943
6037231400,60372314,35814
6037231500,60372315,46413
6037231600,60372316,35731
6037231710,60372317.1,19492
6037231720,60372317.2,29773
6037231800,60372318,27083
6037231900,60372319,25854
6037232110,60372321.1,25326
6037232120,60372321.2,31138
6037232200,60372322,31688
6037232300,60372323,41111
6037232400,60372324,35266
6037232500,60372325,31280
6037232600,60372326,27388
6037232700,60372327,28125
6037232800,60372328,29730
6037234000,60372340,52231
6037234200,60372342,52794
6037234300,60372343,34718
6037234501,60372345.01,37695
6037234502,60372345.02,30489
6037234600,60372346,36625
6037234700,60372347,33286
6037234800,60372348,51414
6037234901,60372349.01,16835
6037234902,60372349.02,25750
6037235100,60372351,69504
6037235201,60372352.01,38250
6037235202,60372352.02,25958
6037236000,60372360,78112
6037236100,60372361,21899
6037236202,60372362.02,26948
6037236203,60372362.03,29042
6037236204,60372362.04,23220
6037236400,60372364,60275
6037237101,60372371.01,24849
6037237102,60372371.02,29107
6037237201,60372372.01,38378
6037237202,60372372.02,36496
6037237300,60372373,32202
6037237401,60372374.01,31212
6037237402,60372374.02,36125
6037237500,60372375,24815
6037237600,60372376,31250
6037237710,60372377.1,25234
6037237720,60372377.2,24615
6037237800,60372378,36862
6037237900,60372379,39475
6037238000,60372380,48143
6037238100,60372381,42134
6037238200,60372382,38000
6037238310,60372383.1,24369
6037238320,60372383.2,24420
6037238400,60372384,52036
6037239201,60372392.01,31250
6037239202,60372392.02,32647
6037239310,60372393.1,31845
6037239320,60372393.2,39302
6037239330,60372393.3,36569
6037239501,60372395.01,31000
6037239502,60372395.02,28750
6037239601,60372396.01,34477
6037239602,60372396.02,29219
6037239701,60372397.01,30915
6037239702,60372397.02,27446
6037239801,60372398.01,28598
6037239802,60372398.02,37639
6037240010,60372400.1,29179
6037240020,60372400.2,38412
6037240200,60372402,26437
6037240300,60372403,27125
6037240401,60372404.01,27917
6037240402,60372404.02,33297
6037240500,60372405,31600
6037240600,60372406,34240
6037240700,60372407,39265
6037240800,60372408,36750
6037240900,60372409,31883
6037241001,60372410.01,34491
6037241002,60372410.02,37750
6037241110,60372411.1,33477
6037241120,60372411.2,27353
6037241201,60372412.01,41705
6037241202,60372412.02,31496
6037241300,60372413,30735
6037241400,60372414,29038
6037242000,60372420,30682
6037242100,60372421,14728
6037242200,60372422,30795
6037242300,60372423,31202
6037242600,60372426,14483
6037242700,60372427,34722
6037243000,60372430,42470
6037243100,60372431,23698
6037261101,60372611.01,202014
6037261102,60372611.02,165875
6037261200,60372612,156250
6037262100,60372621,168409
6037262200,60372622,193877
6037262301,60372623.01,212083
6037262302,60372623.02,155559
6037262303,60372623.03,196786
6037262400,60372624,250001
6037262501,60372625.01,168472
6037262601,60372626.01,191625
6037262604,60372626.04,165987
6037262704,60372627.04,100461
6037262706,60372627.06,183646
6037262802,60372628.02,209922
6037264000,60372640,224167
6037264102,60372641.02,95242
6037264103,60372641.03,86944
6037264301,60372643.01,87525
6037264302,60372643.02,90440
6037265100,60372651,97344
6037265201,60372652.01,74167
6037265202,60372652.02,82589
6037265301,60372653.01,
6037265303,60372653.03,14834
6037265304,60372653.04,17250
6037265305,60372653.05,26071
6037265410,60372654.1,130240
6037265420,60372654.2,166500
6037265510,60372655.1,42356
6037265520,60372655.2,92168
6037265601,60372656.01,92344
6037265602,60372656.02,109049
6037265700,60372657,86250
6037267100,60372671,86551
6037267200,60372672,80958
6037267300,60372673,53954
6037267402,60372674.02,67063
6037267403,60372674.03,80156
6037267404,60372674.04,70571
6037267501,60372675.01,66979
6037267502,60372675.02,67857
6037267600,60372676,70852
6037267700,60372677,80826
6037267800,60372678,76786
6037267901,60372679.01,120208
6037267902,60372679.02,113833
6037269000,60372690,123814
6037269100,60372691,82344
6037269300,60372693,154114
6037269500,60372695,162269
6037269601,60372696.01,41333
6037269602,60372696.02,53210
6037269700,60372697,66531
6037269800,60372698,54238
6037269903,60372699.03,58125
6037269904,60372699.04,58853
6037269905,60372699.05,59807
6037269906,60372699.06,70952
6037269907,60372699.07,57432
6037270100,60372701,49888
6037270200,60372702,52708
6037270300,60372703,68859
6037271100,60372711,91667
6037271200,60372712,65931
6037271300,60372713,77941
6037271400,60372714,98947
6037271500,60372715,82639
6037271600,60372716,77792
6037271701,60372717.01,79009
6037271702,60372717.02,56531
6037271801,60372718.01,59091
6037271802,60372718.02,60610
6037271901,60372719.01,81250
6037271902,60372719.02,69638
6037272100,60372721,84557
6037272201,60372722.01,60955
6037272202,60372722.02,64138
6037272301,60372723.01,65060
6037272302,60372723.02,50865
6037273100,60372731,126429
6037273200,60372732,81464
6037273300,60372733,61983
6037273402,60372734.02,42018
6037273502,60372735.02,65222
6037273600,60372736,119464
6037273700,60372737,86579
6037273800,60372738,92500
6037273902,60372739.02,98264
6037274100,60372741,106090
6037274202,60372742.02,100357
6037275101,60372751.01,65398
6037275102,60372751.02,42063
6037275200,60372752,52829
6037275302,60372753.02,83750
6037275311,60372753.11,86250
6037275400,60372754,116542
6037275500,60372755,38268
6037275602,60372756.02,106587
6037275603,60372756.03,71685
6037276000,60372760,112965
6037276100,60372761,64228
6037276400,60372764,96250
6037276500,60372765,83068
6037276601,60372766.01,106389
6037276603,60372766.03,73256
6037276604,60372766.04,63060
6037277000,60372770,132014
6037277100,60372771,111023
6037277200,60372772,59813
6037277400,60372774,36724
6037278001,60372780.01,78426
6037278102,60372781.02,129914
6037291110,60372911.1,35667
6037291120,60372911.2,39830
6037291130,60372911.3,44668
6037291210,60372912.1,53250
6037291220,60372912.2,47895
6037291300,60372913,63000
6037292000,60372920,39219
6037293201,60372932.01,54587
6037293202,60372932.02,36422
6037293301,60372933.01,76543
6037293302,60372933.02,59509
6037293304,60372933.04,46830
6037293306,60372933.06,81959
6037293307,60372933.07,51905
6037294110,60372941.1,57321
6037294120,60372941.2,43365
6037294200,60372942,53456
6037294301,60372943.01,66774
6037294302,60372943.02,50459
6037294410,60372944.1,43533
6037294421,60372944.21,46350
6037294510,60372945.1,47426
6037294520,60372945.2,48050
6037294610,60372946.1,35709
6037294620,60372946.2,41100
6037294701,60372947.01,27104
6037294810,60372948.1,35223
6037294820,60372948.2,32060
6037294830,60372948.3,31830
6037294900,60372949,39531
6037295103,60372951.03,102073
6037296210,60372962.1,27444
6037296220,60372962.2,27345
6037296300,60372963,87070
6037296401,60372964.01,78125
6037296402,60372964.02,78625
6037296500,60372965,36378
6037296600,60372966,29559
6037296901,60372969.01,38185
6037296902,60372969.02,43648
6037297000,60372970,78207
6037297110,60372971.1,32279
6037297120,60372971.2,44005
6037297201,60372972.01,61292
6037297202,60372972.02,65598
6037297300,60372973,72609
6037297400,60372974,93073
6037297500,60372975,95885
6037297601,60372976.01,57857
6037297602,60372976.02,61637
6037300100,60373001,118286
6037300200,60373002,83203
6037300301,60373003.01,105779
6037300400,60373004,81201
6037300501,60373005.01,86131
6037300502,60373005.02,73819
6037300600,60373006,63447
6037300701,60373007.01,122644
6037300702,60373007.02,117596
6037300800,60373008,90253
6037300901,60373009.01,159923
6037300902,60373009.02,130893
6037301000,60373010,52298
6037301100,60373011,72529
6037301203,60373012.03,58149
6037301204,60373012.04,50175
6037301205,60373012.05,85938
6037301206,60373012.06,52935
6037301300,60373013,133507
6037301400,60373014,109643
6037301501,60373015.01,82794
6037301502,60373015.02,45129
6037301601,60373016.01,39882
6037301602,60373016.02,53849
6037301701,60373017.01,69593
6037301702,60373017.02,45302
6037301801,60373018.01,51576
6037301802,60373018.02,39091
6037301900,60373019,49797
6037302002,60373020.02,46638
6037302003,60373020.03,32188
6037302004,60373020.04,46914
6037302102,60373021.02,50139
6037302103,60373021.03,39081
6037302104,60373021.04,54375
6037302201,60373022.01,22750
6037302202,60373022.02,35270
6037302301,60373023.01,56050
6037302302,60373023.02,45321
6037302401,60373024.01,35187
6037302503,60373025.03,36052
6037302504,60373025.04,33314
6037302505,60373025.05,34779
6037302506,60373025.06,54595
6037310100,60373101,131016
6037310201,60373102.01,70997
6037310202,60373102.02,68781
6037310300,60373103,135714
6037310400,60373104,71953
6037310501,60373105.01,53793
6037310601,60373106.01,51848
6037310602,60373106.02,86875
6037310701,60373107.01,24728
6037310702,60373107.02,40405
6037310703,60373107.03,37500
6037310800,60373108,65573
6037310900,60373109,74667
6037311000,60373110,84167
6037311100,60373111,97993
6037311200,60373112,76454
6037311300,60373113,91083
6037311400,60373114,83068
6037311500,60373115,78333
6037311600,60373116,74804
6037311700,60373117,79818
6037311801,60373118.01,56550
6037311802,60373118.02,51103
6037320000,60373200,
6037320100,60373201,64583
6037320201,60373202.01,33849
6037320202,60373202.02,70735
6037320300,60373203,46096
6037400204,60374002.04,109151
6037400205,60374002.05,156898
6037400206,60374002.06,117500
6037400207,60374002.07,125052
6037400302,60374003.02,67232
6037400304,60374003.04,71030
6037400402,60374004.02,101250
6037400403,60374004.03,82000
6037400404,60374004.04,124333
6037400501,60374005.01,129792
6037400602,60374006.02,56786
6037400603,60374006.03,74038
6037400604,60374006.04,74635
6037400800,60374008,78214
6037400900,60374009,71250
6037401001,60374010.01,104688
6037401002,60374010.02,61848
6037401101,60374011.01,55634
6037401102,60374011.02,60655
6037401201,60374012.01,101786
6037401202,60374012.02,90900
6037401203,60374012.03,67986
6037401303,60374013.03,103558
6037401304,60374013.04,114797
6037401311,60374013.11,76755
6037401312,60374013.12,66786
6037401500,60374015,70446
6037401601,60374016.01,60885
6037401602,60374016.02,64511
6037401603,60374016.03,55718
6037401701,60374017.01,62063
6037401703,60374017.03,55119
6037401704,60374017.04,52240
6037401800,60374018,100354
6037401901,60374019.01,99375
6037401902,60374019.02,80878
6037402001,60374020.01,57279
6037402002,60374020.02,57557
6037402101,60374021.01,67411
6037402102,60374021.02,65797
6037402200,60374022,65428
6037402301,60374023.01,52750
6037402303,60374023.03,37786
6037402304,60374023.04,33250
6037402402,60374024.02,49670
6037402403,60374024.03,58315
6037402404,60374024.04,
6037402405,60374024.05,60250
6037402406,60374024.06,45544
6037402501,60374025.01,36453
6037402502,60374025.02,40774
6037402600,60374026,42297
6037402702,60374027.02,32927
6037402703,60374027.03,65227
6037402705,60374027.05,65833
6037402706,60374027.06,58839
6037402801,60374028.01,34208
6037402803,60374028.03,41964
6037402804,60374028.04,42270
6037402902,60374029.02,48553
6037402903,60374029.03,46685
6037402904,60374029.04,61103
6037403000,60374030,51594
6037403200,60374032,
6037403303,60374033.03,90938
6037403304,60374033.04,81607
6037403305,60374033.05,74643
6037403312,60374033.12,77292
6037403316,60374033.16,82536
6037403317,60374033.17,86229
6037403318,60374033.18,85357
6037403319,60374033.19,69737
6037403320,60374033.2,87214
6037403321,60374033.21,98413
6037403322,60374033.22,100655
6037403323,60374033.23,92802
6037403324,60374033.24,94583
6037403325,60374033.25,106117
6037403401,60374034.01,79697
6037403402,60374034.02,94028
6037403403,60374034.03,117375
6037403404,60374034.04,117935
6037403405,60374034.05,115000
6037403406,60374034.06,66354
6037403407,60374034.07,121023
6037403408,60374034.08,92029
6037403500,60374035,88125
6037403600,60374036,69970
6037403702,60374037.02,100547
6037403703,60374037.03,84673
6037403721,60374037.21,75718
6037403722,60374037.22,51099
6037403801,60374038.01,70204
6037403802,60374038.02,61589
6037403901,60374039.01,67029
6037403902,60374039.02,68149
6037404000,60374040,60789
6037404100,60374041,64810
6037404201,60374042.01,39545
6037404202,60374042.02,50284
6037404301,60374043.01,49080
6037404302,60374043.02,67639
6037404401,60374044.01,57174
6037404402,60374044.02,67219
6037404501,60374045.01,50893
6037404503,60374045.03,67778
6037404504,60374045.04,39175
6037404600,60374046,55000
6037404701,60374047.01,52772
6037404702,60374047.02,43958
6037404703,60374047.03,41399
6037404801,60374048.01,46510
6037404802,60374048.02,49805
6037404803,60374048.03,49688
6037404901,60374049.01,69034
6037404902,60374049.02,62928
6037404903,60374049.03,62222
6037405001,60374050.01,60742
6037405002,60374050.02,62064
6037405101,60374051.01,58590
6037405102,60374051.02,40661
6037405201,60374052.01,52898
6037405202,60374052.02,58958
6037405203,60374052.03,68289
6037405301,60374053.01,64309
6037405302,60374053.02,61485
6037405400,60374054,83996
6037405500,60374055,74896
6037405600,60374056,90250
6037405701,60374057.01,77589
6037405702,60374057.02,55500
6037405800,60374058,67500
6037405900,60374059,76906
6037406000,60374060,68750
6037406101,60374061.01,70132
6037406102,60374061.02,46607
6037406200,60374062,39698
6037406300,60374063,93707
6037406402,60374064.02,93875
6037406411,60374064.11,77404
6037406412,60374064.12,90227
6037406500,60374065,74143
6037406601,60374066.01,86759
6037406602,60374066.02,69741
6037406701,60374067.01,71012
6037406702,60374067.02,69743
6037406800,60374068,70673
6037406901,60374069.01,54375
6037406902,60374069.02,71875
6037407001,60374070.01,81538
6037407002,60374070.02,63015
6037407101,60374071.01,49167
6037407102,60374071.02,59259
6037407200,60374072,60955
6037407301,60374073.01,65875
6037407302,60374073.02,64191
6037407400,60374074,78750
6037407501,60374075.01,56667
6037407502,60374075.02,67100
6037407601,60374076.01,49444
6037407602,60374076.02,54554
6037407701,60374077.01,55094
6037407702,60374077.02,70938
6037407801,60374078.01,70954
6037407802,60374078.02,73446
6037407900,60374079,86179
6037408003,60374080.03,75741
6037408004,60374080.04,64242
6037408005,60374080.05,86369
6037408006,60374080.06,52650
6037408133,60374081.33,61750
6037408134,60374081.34,87054
6037408135,60374081.35,85186
6037408136,60374081.36,60491
6037408137,60374081.37,61125
6037408138,60374081.38,46122
6037408139,60374081.39,55129
6037408140,60374081.4,54914
6037408141,60374081.41,60746
6037408202,60374082.02,46830
6037408211,60374082.11,42430
6037408212,60374082.12,64779
6037408301,60374083.01,66767
6037408302,60374083.02,76028
6037408303,60374083.03,75319
6037408401,60374084.01,65199
6037408402,60374084.02,89531
6037408501,60374085.01,58807
6037408503,60374085.03,117000
6037408504,60374085.04,72788
6037408505,60374085.05,107500
6037408623,60374086.23,61979
6037408624,60374086.24,95563
6037408625,60374086.25,98646
6037408626,60374086.26,75300
6037408627,60374086.27,89600
6037408628,60374086.28,68362
6037408629,60374086.29,73603
6037408630,60374086.3,64958
6037408631,60374086.31,75250
6037408703,60374087.03,102017
6037408704,60374087.04,40379
6037408705,60374087.05,58369
6037408706,60374087.06,126927
6037408722,60374087.22,81806
6037408723,60374087.23,56298
6037408724,60374087.24,41934
6037408800,60374088,34265
6037430002,60374300.02,62016
6037430003,60374300.03,102558
6037430101,60374301.01,47122
6037430102,60374301.02,62804
6037430200,60374302,89583
6037430301,60374303.01,124023
6037430302,60374303.02,65976
6037430400,60374304,129083
6037430501,60374305.01,133710
6037430502,60374305.02,85826
6037430600,60374306,118021
6037430701,60374307.01,95526
6037430721,60374307.21,69944
6037430723,60374307.23,73068
6037430724,60374307.24,56750
6037430801,60374308.01,73643
6037430802,60374308.02,95972
6037430803,60374308.03,90500
6037430901,60374309.01,56250
6037430902,60374309.02,78508
6037431001,60374310.01,62422
6037431002,60374310.02,40842
6037431100,60374311,67750
6037431200,60374312,57358
6037431300,60374313,87417
6037431400,60374314,65772
6037431501,60374315.01,45030
6037431502,60374315.02,70000
6037431600,60374316,97109
6037431700,60374317,96972
6037431800,60374318,62577
6037431900,60374319,50000
6037432000,60374320,60696
6037432101,60374321.01,78682
6037432102,60374321.02,75350
6037432201,60374322.01,43184
6037432202,60374322.02,46004
6037432300,60374323,51275
6037432401,60374324.01,42578
6037432402,60374324.02,39536
6037432500,60374325,53155
6037432601,60374326.01,43029
6037432602,60374326.02,69034
6037432700,60374327,36314
6037432801,60374328.01,22440
6037432802,60374328.02,28609
6037432901,60374329.01,55185
6037432902,60374329.02,67716
6037433101,60374331.01,42311
6037433102,60374331.02,37411
6037433200,60374332,39355
6037433302,60374333.02,30000
6037433304,60374333.04,36750
6037433305,60374333.05,41227
6037433306,60374333.06,45580
6037433307,60374333.07,50634
6037433401,60374334.01,44514
6037433402,60374334.02,31304
6037433403,60374334.03,31920
6037433501,60374335.01,24663
6037433503,60374335.03,45595
6037433504,60374335.04,36142
6037433601,60374336.01,48571
6037433602,60374336.02,30819
6037433700,60374337,57250
6037433801,60374338.01,43608
6037433802,60374338.02,60000
6037433901,60374339.01,30337
6037433902,60374339.02,43013
6037434001,60374340.01,44623
6037434003,60374340.03,38239
6037434004,60374340.04,47900
6037460000,60374600,114936
6037460100,60374601,118077
6037460200,60374602,101393
6037460301,60374603.01,87321
6037460302,60374603.02,83456
6037460401,60374604.01,82500
6037460501,60374605.01,177104
6037460502,60374605.02,144038
6037460600,60374606,154563
6037460700,60374607,184000
6037460800,60374608,187625
6037460900,60374609,69015
6037461000,60374610,54900
6037461100,60374611,73713
6037461200,60374612,121618
6037461300,60374613,85448
6037461400,60374614,55179
6037461501,60374615.01,66667
6037461502,60374615.02,50313
6037461600,60374616,57686
6037461700,60374617,107000
6037461901,60374619.01,41484
6037461902,60374619.02,42917
6037462001,60374620.01,36907
6037462002,60374620.02,32786
6037462100,60374621,51940
6037462201,60374622.01,25214
6037462202,60374622.02,63750
6037462301,60374623.01,49018
6037462302,60374623.02,75742
6037462400,60374624,91375
6037462500,60374625,99402
6037462600,60374626,115714
6037462700,60374627,66458
6037462800,60374628,62150
6037462900,60374629,116250
6037463000,60374630,110809
6037463101,60374631.01,80400
6037463102,60374631.02,97375
6037463200,60374632,70972
6037463300,60374633,84125
6037463400,60374634,76538
6037463500,60374635,76354
6037463601,60374636.01,76137
6037463602,60374636.02,76073
6037463700,60374637,119167
6037463800,60374638,165735
6037463900,60374639,83563
6037464000,60374640,107237
6037464100,60374641,146037
6037464200,60374642,123681
6037480002,60374800.02,96932
6037480011,60374800.11,60718
6037480012,60374800.12,67750
6037480101,60374801.01,64808
6037480102,60374801.02,70513
6037480201,60374802.01,97599
6037480202,60374802.02,98587
6037480302,60374803.02,60612
6037480303,60374803.03,46607
6037480304,60374803.04,31311
6037480400,60374804,58520
6037480500,60374805,102791
6037480600,60374806,68940
6037480702,60374807.02,103036
6037480703,60374807.03,98846
6037480704,60374807.04,77068
6037480802,60374808.02,48043
6037480803,60374808.03,67313
6037480804,60374808.04,58719
6037480901,60374809.01,56893
6037480902,60374809.02,42101
6037480903,60374809.03,62619
6037481001,60374810.01,45445
6037481002,60374810.02,55714
6037481101,60374811.01,50248
6037481102,60374811.02,48261
6037481103,60374811.03,56149
6037481201,60374812.01,49554
6037481202,60374812.02,61419
6037481300,60374813,51950
6037481401,60374814.01,46950
6037481402,60374814.02,48798
6037481500,60374815,51458
6037481603,60374816.03,46935
6037481604,60374816.04,49928
6037481605,60374816.05,53661
6037481606,60374816.06,45307
6037481711,60374817.11,40060
6037481712,60374817.12,46719
6037481713,60374817.13,51250
6037481714,60374817.14,34205
6037481800,60374818,83333
6037481901,60374819.01,76183
6037481902,60374819.02,59853
6037482001,60374820.01,105500
6037482002,60374820.02,59474
6037482101,60374821.01,56586
6037482102,60374821.02,67750
6037482201,60374822.01,41585
6037482202,60374822.02,44143
6037482301,60374823.01,37065
6037482303,60374823.03,36047
6037482304,60374823.04,29707
6037482401,60374824.01,49266
6037482402,60374824.02,52356
6037482502,60374825.02,41250
6037482503,60374825.03,43393
6037482521,60374825.21,51792
6037482522,60374825.22,61157
6037482600,60374826,60903
6037482701,60374827.01,67730
6037482702,60374827.02,57344
6037482800,60374828,64342
6037500100,60375001,115455
6037500201,60375002.01,115051
6037500202,60375002.02,132409
6037500300,60375003,124500
6037500402,60375004.02,42270
6037500403,60375004.03,60521
6037500404,60375004.04,70513
6037500500,60375005,43929
6037500600,60375006,49259
6037500700,60375007,66151
6037500800,60375008,63155
6037500900,60375009,52816
6037501001,60375010.01,53047
6037501002,60375010.02,81979
6037501200,60375012,88750
6037501300,60375013,72313
6037501400,60375014,46859
6037501501,60375015.01,94583
6037501503,60375015.03,56757
6037501504,60375015.04,35736
6037501600,60375016,88077
6037501700,60375017,77237
6037501802,60375018.02,71821
6037501803,60375018.03,35839
6037501804,60375018.04,41458
6037501900,60375019,71922
6037502003,60375020.03,63750
6037502004,60375020.04,59559
6037502005,60375020.05,61309
6037502100,60375021,50781
6037502200,60375022,58583
6037502301,60375023.01,59712
6037502302,60375023.02,42944
6037502401,60375024.01,57663
6037502402,60375024.02,72000
6037502500,60375025,39960
6037502601,60375026.01,70000
6037502602,60375026.02,49514
6037502700,60375027,61949
6037502801,60375028.01,81385
6037502802,60375028.02,33454
6037502901,60375029.01,81852
6037502902,60375029.02,48281
6037503000,60375030,48221
6037503103,60375031.03,73322
6037503104,60375031.04,59643
6037503105,60375031.05,65590
6037503106,60375031.06,51995
6037503201,60375032.01,75000
6037503202,60375032.02,64286
6037503301,60375033.01,82639
6037503302,60375033.02,65833
6037503401,60375034.01,83176
6037503402,60375034.02,89375
6037503501,60375035.01,52996
6037503502,60375035.02,70076
6037503601,60375036.01,93295
6037503602,60375036.02,91788
6037503701,60375037.01,69583
6037503702,60375037.02,70063
6037503703,60375037.03,77321
6037503801,60375038.01,91238
6037503802,60375038.02,78338
6037503901,60375039.01,86932
6037503902,60375039.02,94779
6037504001,60375040.01,63750
6037504002,60375040.02,91953
6037504101,60375041.01,67331
6037504102,60375041.02,
6037530003,60375300.03,83333
6037530004,60375300.04,59360
6037530005,60375300.05,65388
6037530006,60375300.06,52109
6037530101,60375301.01,30151
6037530102,60375301.02,39400
6037530202,60375302.02,70089
6037530203,60375302.03,42031
6037530204,60375302.04,50234
6037530301,60375303.01,39784
6037530302,60375303.02,46964
6037530400,60375304,26853
6037530500,60375305,38566
6037530601,60375306.01,51292
6037530602,60375306.02,68036
6037530700,60375307,44632
6037530801,60375308.01,43425
6037530802,60375308.02,57679
6037530901,60375309.01,41493
6037530902,60375309.02,30881
6037531000,60375310,41897
6037531101,60375311.01,40417
6037531102,60375311.02,39423
6037531201,60375312.01,45313
6037531202,60375312.02,48477
6037531301,60375313.01,32420
6037531302,60375313.02,39085
6037531502,60375315.02,40074
6037531503,60375315.03,36250
6037531504,60375315.04,39157
6037531602,60375316.02,31023
6037531603,60375316.03,42070
6037531604,60375316.04,35669
6037531701,60375317.01,39167
6037531702,60375317.02,37166
6037531800,60375318,46791
6037531901,60375319.01,39825
6037531902,60375319.02,47604
6037532001,60375320.01,32005
6037532002,60375320.02,39391
6037532101,60375321.01,37870
6037532102,60375321.02,56250
6037532200,60375322,45093
6037532302,60375323.02,42390
6037532303,60375323.03,50417
6037532304,60375323.04,34688
6037532400,60375324,
6037532500,60375325,44920
6037532603,60375326.03,35606
6037532604,60375326.04,42188
6037532605,60375326.05,28815
6037532606,60375326.06,28102
6037532700,60375327,35571
6037532800,60375328,34970
6037532900,60375329,32061
6037533001,60375330.01,33013
6037533002,60375330.02,32656
6037533103,60375331.03,28654
6037533104,60375331.04,21324
6037533105,60375331.05,27417
6037533106,60375331.06,36786
6037533107,60375331.07,35962
6037533201,60375332.01,37899
6037533202,60375332.02,50521
6037533203,60375332.03,37292
6037533300,60375333,31556
6037533401,60375334.01,50444
6037533402,60375334.02,33000
6037533403,60375334.03,33036
6037533501,60375335.01,37281
6037533502,60375335.02,41932
6037533503,60375335.03,34412
6037533601,60375336.01,36782
6037533602,60375336.02,32750
6037533603,60375336.03,41325
6037533701,60375337.01,35496
6037533702,60375337.02,33478
6037533703,60375337.03,40862
6037533803,60375338.03,38209
6037533804,60375338.04,39886
6037533805,60375338.05,47821
6037533806,60375338.06,38068
6037533901,60375339.01,41546
6037533902,60375339.02,36117
6037534001,60375340.01,39116
6037534002,60375340.02,50409
6037534101,60375341.01,37961
6037534102,60375341.02,34363
6037534201,60375342.01,35158
6037534202,60375342.02,32883
6037534203,60375342.03,37424
6037534301,60375343.01,38190
6037534302,60375343.02,43750
6037534403,60375344.03,40644
6037534404,60375344.04,32847
6037534405,60375344.05,40107
6037534406,60375344.06,42500
6037534501,60375345.01,49167
6037534502,60375345.02,43000
6037534700,60375347,62428
6037534802,60375348.02,43021
6037534803,60375348.03,27019
6037534804,60375348.04,39966
6037534900,60375349,42656
6037535001,60375350.01,37500
6037535002,60375350.02,35075
6037535101,60375351.01,33750
6037535102,60375351.02,31618
6037535200,60375352,36705
6037535300,60375353,33150
6037535400,60375354,35027
6037535501,60375355.01,36658
6037535502,60375355.02,45231
6037535503,60375355.03,34880
6037535603,60375356.03,43125
6037535604,60375356.04,40119
6037535605,60375356.05,41613
6037535606,60375356.06,30977
6037535607,60375356.07,39734
6037535701,60375357.01,52067
6037535702,60375357.02,37514
6037535802,60375358.02,45710
6037535803,60375358.03,37905
6037535804,60375358.04,43427
6037535901,60375359.01,52551
6037535902,60375359.02,65745
6037536000,60375360,45673
6037536102,60375361.02,53056
6037536103,60375361.03,58272
6037536104,60375361.04,39145
6037536200,60375362,53287
6037540000,60375400,46964
6037540101,60375401.01,60096
6037540102,60375401.02,52716
6037540201,60375402.01,27090
6037540202,60375402.02,35039
6037540203,60375402.03,36607
6037540300,60375403,46385
6037540400,60375404,41447
6037540501,60375405.01,48500
6037540502,60375405.02,30761
6037540600,60375406,28632
6037540700,60375407,46378
6037540800,60375408,51927
6037540901,60375409.01,42279
6037540902,60375409.02,55392
6037541001,60375410.01,40278
6037541002,60375410.02,49926
6037541100,60375411,48717
6037541200,60375412,51109
6037541300,60375413,42539
6037541400,60375414,40552
6037541500,60375415,39635
6037541603,60375416.03,30284
6037541604,60375416.04,31997
6037541605,60375416.05,41158
6037541606,60375416.06,40625
6037541700,60375417,52214
6037541801,60375418.01,45833
6037541802,60375418.02,51935
6037542000,60375420,41546
6037542103,60375421.03,40718
6037542104,60375421.04,61250
6037542105,60375421.05,40278
6037542106,60375421.06,34550
6037542200,60375422,45732
6037542401,60375424.01,44122
6037542402,60375424.02,59342
6037542501,60375425.01,49188
6037542502,60375425.02,38750
6037542601,60375426.01,33397
6037542602,60375426.02,47341
