geometry,SAMPLE_DATE,SITE_ID,SITE_NAME,SITE_TYPE,Total Coliform,Enterococcus,E. Coli
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-10-16T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2359,,8164
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-10-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1095,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-10-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,546,,10462
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-09-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,703,,9804
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-09-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2481,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-09-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,839,,6867
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-09-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,857,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-08-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,862,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-08-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1989,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-08-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,794,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-08-07T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,393,,6131
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-07-31T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,309,,6488
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-07-24T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,295,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-07-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,364,,6131
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-07-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,364,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-07-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,767,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-06-26T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,776,,8164
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-06-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,211,,12997
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-06-12T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,279,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-06-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,426,,3968
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-05-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,246,,11199
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-05-22T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,717,,5172
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-05-15T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,480,,8164
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-05-08T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,259,,6131
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-05-01T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,203,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-04-24T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,189,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-04-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,471,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-04-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,160,,12997
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-04-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,63,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-03-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,201,,5493
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-03-20T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,691,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-03-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,110,,2247
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-03-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,9208,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-02-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,63,,3448
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-02-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2282,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-02-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,201,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-02-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1046,,19863
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-01-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,41,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-01-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,158,,2851
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-01-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,417,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2017-01-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1935,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-12-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,121,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-12-12T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,393,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-12-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,862,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-11-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2613,,12997
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-11-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,4611,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-11-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,565,,14136
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-11-07T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,798,,12033
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-10-31T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2400,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-10-24T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1043,,14136
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-10-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,12997,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-10-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,529,,7701
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-10-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,160,,4611
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-09-26T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,218,,3076
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-09-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,10,,1500
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-09-12T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,173,,3873
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-09-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,638,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-08-29T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,414,,8164
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-08-15T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,288,,4786
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-08-08T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,259,,5493
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-08-01T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,432,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-07-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,408,,2035
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-07-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,408,,4352
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-07-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,521,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-07-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,480,,6488
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-06-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,644,,5493
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-06-20T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,420,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-06-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,228,,3448
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-06-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,160,,4352
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-05-31T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,379,,3255
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-05-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,259,,4611
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-05-16T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,594,,6488
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-05-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1872,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-05-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1050,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-04-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,738,,12997
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-04-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,201,,7701
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-04-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,481,,19863
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-04-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,213,,7701
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-03-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,233,,9804
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-03-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,213,,17329
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-03-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2143,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-03-07T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,6131,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-02-29T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,288,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-02-22T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,581,,9804
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-02-16T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,435,,3873
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-02-08T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,546,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-02-01T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,199,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-01-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,231,,2400
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-01-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,8664,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-01-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,389,,5172
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2016-01-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,216,,1291
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-12-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1515,,6867
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-12-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,4611,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-12-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,4611,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-12-07T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,4352,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-11-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,576,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-11-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,504,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-11-16T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,6488,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-11-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,5172,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-11-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,24196,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-10-26T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,24196,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-10-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1725,,11199
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-10-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,538,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-10-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,496,,8164
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-09-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,959,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-09-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,86,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-09-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,393,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-09-08T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,426,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-08-31T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,231,,1211
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-08-24T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,228,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-08-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,175,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-08-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,594,,8164
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-08-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,216,,10462
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-07-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,158,,6448
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-07-20T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,355,,19863
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-07-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1414,,7701
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-07-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,670,,4352
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-06-29T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,443,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-06-22T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,426,,3448
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-06-15T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2187,,17329
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-06-08T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,262,,1860
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-06-01T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,373,,2489
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-05-26T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,538,,6488
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-05-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,211,,4611
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-05-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,295,,3654
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-05-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2247,,4352
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-04-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,457,,11199
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-04-20T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1374,,9804
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-04-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,557,,14136
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-04-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,3255,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-03-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,691,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-03-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,5172,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-03-16T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,933,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-03-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,323,,3873
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-03-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,355,,3654
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-02-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,677,,4352
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-02-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,464,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-02-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,776,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-02-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,275,,2613
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-01-26T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,637,,2909
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-01-20T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1664,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-01-12T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,203,,6867
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2015-01-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,631,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-12-15T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,24196,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-12-01T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,6867,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-11-24T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1178,,12033
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-11-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,10,,10
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-11-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,932,,3873
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-11-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1670,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-10-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,3873,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-10-20T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,336,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-10-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,450,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-09-29T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,4160,,19863
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-09-22T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1722,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-09-15T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2481,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-09-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1178,,12997
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-08-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,988,,10462
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-08-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1086,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-08-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1076,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-08-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,457,,11199
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-07-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2755,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-07-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,5172,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-07-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,677,,19863
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-07-07T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,650,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-06-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2603,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-06-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,512,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-06-16T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,426,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-06-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,305,,3873
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-06-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,556,,2613
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-05-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,216,,3873
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-05-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,216,,3873
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-05-12T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,836,,4611
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-05-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,548,,6867
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-04-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,364,,6867
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-04-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,624,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-04-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,504,,3873
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-04-07T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,399,,3654
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-03-31T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1076,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-03-24T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,275,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-03-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,110,,4884
