geometry,SAMPLE_DATE,SITE_ID,SITE_NAME,SITE_TYPE,Total Coliform,Enterococcus,E. Coli
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-03-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,341,,6488
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-03-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,246,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-02-24T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,399,,4611
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-02-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,243,,3076
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-02-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,908,,24916
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-02-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2014,,12033
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-01-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1500,,2909
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-01-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,213,,2333
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2014-01-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,789,,2603
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-12-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2723,,2909
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-12-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,259,,780
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-12-16T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,272,,2187
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-12-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,754,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-12-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,813,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-11-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,882,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-11-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,414,,2851
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-11-12T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1050,,6131
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-11-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1119,,6131
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-10-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,529,,6488
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-10-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,554,,5172
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-10-07T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1287,,6867
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-09-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1607,,11199
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-09-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,4106,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-09-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,620,,19863
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-09-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1050,,6131
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-08-26T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2481,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-08-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,906,,6131
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-08-12T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,464,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-08-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,341,,6488
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-07-29T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1354,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-07-22T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1236,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-07-15T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,110,,384
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-07-08T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1198,,6131
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-07-01T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,495,,8446
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-06-24T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1664,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-06-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,389,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-06-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,384,,7701
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-06-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,464,,5794
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-05-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,813,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-05-20T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,441,,5172
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-05-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,548,,3448
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-05-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,754,,6867
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-04-29T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,241,,3654
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-04-22T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,359,,1576
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-04-15T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,158,,3282
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-04-08T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,327,,2382
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-04-01T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2613,,19863
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-03-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,213,,1450
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-03-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,309,,3448
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-03-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,428,,3448
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-03-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,134,,2613
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-02-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,213,,3255
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-02-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,6488,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-02-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,670,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-02-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,435,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-01-28T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,305,,2603
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-01-22T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,355,,2359
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-01-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,269,,2014
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2013-01-07T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,73,,1725
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-12-17T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,5475,4611,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-12-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,203,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-12-03T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2105,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-11-26T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1391,,4611
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-11-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1597,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-11-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,906,,8664
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-11-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,816,,11199
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-10-29T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,395,,9804
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-10-22T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,19863,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-10-15T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1374,,10462
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-10-09T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,884,,4360
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-10-01T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,663,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-09-10T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1722,,10462
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-09-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2247,,5475
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-08-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,703,,11199
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-08-20T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,435,,7270
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-08-13T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1565,,9804
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-08-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,223,,2755
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-07-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,480,,4106
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-07-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,776,,6294
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-07-16T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,785,,10462
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-07-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,657,,12033
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-06-25T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,135,,6488
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-06-18T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1236,,3255
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-06-11T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,373,,5172
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-06-04T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2187,,14136
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-05-29T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,256,,4884
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-05-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,691,,10462
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-05-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,464,,3130
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-04-02T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,272,,4352
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-03-26T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,3282,,9606
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-03-19T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,404,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-03-12T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,2489,,6867
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-03-05T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,323,,3255
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-02-27T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1291,,2909
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-02-21T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,241,,2495
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-02-14T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,1723,,9208
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-02-06T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,420,,2489
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-01-30T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,291,,2613
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",2012-01-23T00:00:00.0000000,AB4117,SAN PEDRO CREEK,CREEK,933,,24196
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
"X: -13637257.3819714, Y: 4522533.44636066, Z: NaN",,AB4117,SAN PEDRO CREEK,CREEK,,,
