STATION,STATION_NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL,MLY-SNOW-25PCTL,MLY-SNOW-50PCTL,MLY-SNOW-75PCTL,MLY-SNOW-AVGNDS-GE001TI,MLY-SNOW-AVGNDS-GE010TI,MLY-SNOW-AVGNDS-GE030TI,MLY-SNOW-AVGNDS-GE050TI,MLY-SNOW-AVGNDS-GE100TI,MLY-SNOW-NORMAL,MLY-SNWD-AVGNDS-GE001WI,MLY-SNWD-AVGNDS-GE003WI,MLY-SNWD-AVGNDS-GE005WI,MLY-SNWD-AVGNDS-GE010WI,MLY-TAVG-NORMAL,MLY-TAVG-STDDEV,MLY-TMAX-AVGNDS-GRTH040,MLY-TMAX-AVGNDS-GRTH050,MLY-TMAX-AVGNDS-GRTH060,MLY-TMAX-AVGNDS-GRTH070,MLY-TMAX-AVGNDS-GRTH080,MLY-TMAX-AVGNDS-GRTH090,MLY-TMAX-AVGNDS-GRTH100,MLY-TMAX-AVGNDS-LSTH032,MLY-TMAX-NORMAL,MLY-TMAX-STDDEV,MLY-TMIN-AVGNDS-LSTH000,MLY-TMIN-AVGNDS-LSTH010,MLY-TMIN-AVGNDS-LSTH020,MLY-TMIN-AVGNDS-LSTH032,MLY-TMIN-AVGNDS-LSTH040,MLY-TMIN-AVGNDS-LSTH050,MLY-TMIN-AVGNDS-LSTH060,MLY-TMIN-AVGNDS-LSTH070,MLY-TMIN-NORMAL,MLY-TMIN-STDDEV,COUNTY,geometry
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,01,-4.3,-15.8,NA,NA,NA,NA,NA,NA,NA,208.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,-16.3,305,20,91,2,0,0,0,0,12.3,-15.8,0,1,17,20,299,310,310,310,-1.2,-16.1,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,02,-5.1,-15.8,NA,NA,NA,NA,NA,NA,NA,176.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,-16.4,273,20,65,5,0,0,0,0,12.4,-16,0,0,3,16,262,280,280,280,-0.3,-16.2,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,03,-3.9,-16.1,NA,NA,NA,NA,NA,NA,NA,155.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,-16.1,307,26,147,36,1,0,0,0,15.2,-15.6,0,0,0,12,258,310,310,310,1.3,-16.3,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,04,-3.1,-15.9,NA,NA,NA,NA,NA,NA,NA,81.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,-16.1,300,28,183,76,12,0,0,0,17.6,-15.5,0,0,0,6,191,293,300,300,2.9,-16.3,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,05,-1.3,-16.1,NA,NA,NA,NA,NA,NA,NA,48.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,-16.1,310,31,284,206,75,1,0,0,22.9,-15.3,0,0,0,1,89,263,310,310,6.5,-16.6,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,06,0.7,-15.9,NA,NA,NA,NA,NA,NA,NA,11.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,-16.7,300,30,300,288,186,4,0,0,27.9,-15.9,0,0,0,0,16,157,295,300,9.5,-16.8,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,07,1.7,-16.3,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,-16.2,310,31,310,310,297,15,2,0,32.2,-15.9,0,0,0,0,1,52,260,309,12.8,-16.2,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,08,1.5,-16,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,-17.1,310,31,310,308,294,13,1,0,31.6,-16.4,0,0,0,0,0,54,276,310,12.3,-16.9,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,09,1.5,-16.3,NA,NA,NA,NA,NA,NA,NA,15.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,-16,300,30,298,277,206,6,0,0,28.4,-15.6,0,0,0,0,29,164,295,300,9.1,-16.1,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,10,1.3,-15.7,NA,NA,NA,NA,NA,NA,NA,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,-16.2,310,31,281,204,94,1,0,0,23.3,-15.8,0,0,0,4,165,296,310,310,4.2,-15.9,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,11,-3.9,-15.7,NA,NA,NA,NA,NA,NA,NA,104.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-16.4,297,26,125,30,1,0,0,0,14.9,-15.6,0,0,0,10,265,297,300,300,1.1,-16.7,Tuolumne,"c(-120.2258, 37.8444)"
USC00043669,"GROVELAND 2, CA US",37.8444,-120.2258,853.4,12,-5.1,-15.3,NA,NA,NA,NA,NA,NA,NA,161.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,-16.4,300,20,45,2,0,0,0,0,11.3,-15.9,0,2,15,20,294,310,310,310,-1.4,-15.9,Tuolumne,"c(-120.2258, 37.8444)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,01,-8.7,-15.9,58.42,141.73,232.66,12,9,5,2,152.91,355.6,642.6,1041.4,7,6,4,2,1,746.8,26,24,23,15,0.2,-16.4,164,2,0,0,0,0,0,2,4.8,-16.4,0,8,81,28,309,310,310,310,-4.3,-15.8,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,02,-7.3,-15.3,74.42,133.1,247.14,11,9,4,2,164.08,152.4,342.9,810.3,6,6,3,2,1,533.4,25,24,23,18,1.4,-16.4,188,7,3,0,0,0,0,1,6.7,-15.8,0,8,48,24,280,280,280,280,-3.7,-16.1,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,03,-5.5,-15.7,58.17,115.57,172.47,11,8,4,2,135.13,152.4,279.4,571.5,5,5,2,1,0,457.2,20,17,15,10,4.1,-16.3,268,17,39,1,0,0,0,0,10.2,-15.4,0,-7777,18,25,308,310,310,310,-2.1,-16.8,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,04,-3.2,-15.6,32,51.82,78.49,8,6,2,1,69.85,0,81.3,274.3,2,2,1,0,0,188,5,4,3,2,6.9,-16,284,22,127,35,1,0,0,-7777,14.2,-15.1,0,0,2,17,288,300,300,300,-0.4,-16.7,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,05,-1.2,-16.1,17.02,30.48,70.1,6,4,1,0,43.94,0,0,0,0,0,-7777,0,0,10.2,0,-7777,0,0,11.4,-16,310,29,234,132,32,0,0,0,19.7,-15.3,0,0,0,6,208,305,310,310,3.1,-16.4,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,06,0.2,-16.4,2.79,10.67,30.73,3,2,1,-7777,18.54,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,-16.5,300,30,287,234,112,1,0,0,24.7,-15.9,0,0,0,1,65,257,300,300,6.7,-16.8,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,07,1.9,-16.9,0,0,4.32,1,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,-16.3,310,31,310,302,244,7,0,0,29.3,-16,0,0,0,0,12,170,304,310,9.6,-16.4,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,08,2.3,-16.6,0,0,7.87,1,1,0,-7777,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,-16.8,310,31,310,303,234,5,0,0,28.8,-16.5,0,0,0,0,17,214,308,310,8.7,-16.9,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,09,1.3,-16.2,0,6.86,19.56,2,1,1,0,17.53,0,0,0,-7777,-7777,0,0,0,2.5,0,0,0,0,15.4,-16.4,300,30,286,246,124,1,0,0,25,-15.7,0,0,0,1,97,282,300,300,5.9,-16.8,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,10,-1.8,-15.8,23.88,49.02,78.99,6,4,2,1,54.86,0,0,12.7,0,0,0,-7777,-7777,22.9,0,0,0,0,10.1,-16.2,308,28,219,90,14,0,0,0,18,-15.3,0,0,1,8,236,309,310,310,2.1,-16.7,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,11,-6.9,-15.8,42.42,107.44,156.72,9,7,3,2,118.62,50.8,152.4,292.1,3,3,1,1,0,210.8,6,4,3,2,3.9,-16.2,258,14,23,-7777,0,0,0,0,9.3,-15.7,0,2,22,20,286,300,300,300,-1.5,-16.2,Plumas,"c(-121.0886, 40.1705)"
USC00041497,"CANYON DAM, CA US",40.1705,-121.0886,1389.9,12,-9.1,-16.1,78.99,125.98,243.08,12,9,4,2,171.2,215.9,482.6,886.5,6,6,3,2,1,607.1,21,16,12,8,0.2,-16.4,160,1,-7777,0,0,0,0,2,4.5,-16.5,0,10,78,27,307,310,310,310,-4.2,-15.9,Plumas,"c(-121.0886, 40.1705)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,01,-1.7,-15.9,21.59,61.72,86.11,7,5,2,1,66.55,0,0,0,-7777,-7777,-7777,-7777,0,0,-7777,-7777,-7777,0,7.6,-16.4,307,27,160,39,0,0,0,0,15.6,-15.9,0,0,9,18,277,310,310,310,-0.5,-16.2,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,02,-1.4,-15.8,32.77,49.78,93.98,7,5,2,1,67.06,0,0,0,-7777,-7777,0,0,0,0,0,0,0,0,8.9,-16.2,278,26,170,67,3,0,0,0,17,-15.6,0,0,3,13,231,278,280,280,0.7,-16.4,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,03,-1.1,-15.9,11.68,34.29,68.58,7,5,1,1,52.83,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,-16,310,30,235,115,22,-7777,0,0,19.3,-15.3,0,0,0,7,218,306,310,310,2.6,-16.3,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,04,-0.7,-16.3,2.03,16,31.24,4,2,0,-7777,18.54,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,-15.6,300,30,259,177,76,1,0,0,22.3,-15.1,0,0,0,3,136,261,298,300,5.3,-15.9,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,05,0.1,-16.5,1.27,5.84,12.19,2,1,0,-7777,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,-16,310,31,304,268,175,6,0,0,27.2,-15.7,0,0,0,0,36,182,285,309,9.3,-16,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,06,1.1,-16.3,0,0,1.78,1,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,-16.2,300,30,300,296,265,17,2,0,32.3,-15.8,0,0,0,0,0,54,213,291,13.5,-16.2,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,07,1.7,-16.5,0,0.51,4.06,1,1,-7777,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,-16.4,310,31,310,310,309,28,11,0,36.4,-16.3,0,0,0,0,0,4,109,277,16.9,-16.2,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,08,2.1,-16.3,0,0,3.3,1,1,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,-16.8,310,31,310,310,310,28,10,0,36.3,-16.6,0,0,0,0,0,8,128,282,16.4,-16.4,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,09,2.1,-15.8,0,0.76,13.72,2,1,0,0,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,-16.3,300,30,300,295,269,19,2,0,32.7,-15.8,0,0,0,0,2,72,223,294,12.8,-16.2,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,10,1.1,-15.9,1.27,8.89,17.53,3,1,0,-7777,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,-16.2,310,31,303,268,163,4,0,0,26.7,-15.6,0,0,0,0,60,228,294,310,7.9,-16.3,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,11,-0.3,-15.7,4.83,28.96,51.31,4,3,1,0,38.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,-16.1,300,29,237,122,22,-7777,0,0,19.8,-15.5,0,0,0,9,212,290,300,300,2.3,-16.2,Kern,"c(-118.4389, 35.7831)"
USC00044523,"KERN RIVER PH 3, CA US",35.7831,-118.4389,823.9,12,-1.6,-15.8,21.59,45.97,78.49,6,4,1,1,50.04,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,-16.5,308,27,152,39,0,0,0,0,15.6,-15.9,0,0,10,19,278,309,310,310,-0.7,-16.4,Kern,"c(-118.4389, 35.7831)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,01,-3.2,-15.2,31.5,112.78,241.81,11,9,4,2,140.72,254,1059.2,1704.3,9,7,5,3,1,1054.1,30,29,28,24,-1.9,-16.1,180,5,1,0,0,0,0,3,5.4,-16.1,2,93,207,30,310,310,310,310,-9.2,-15.2,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,02,-3,-14.9,96.01,160.78,260.86,11,9,5,2,167.39,342.9,934.7,1536.7,9,7,4,3,1,1003.3,28,27,27,24,-0.9,-16.1,171,7,8,0,0,0,0,3,6.4,-15.4,1,63,174,27,280,280,280,280,-8.4,-15.6,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,03,-2.6,-15.9,46.48,102.87,183.64,10,8,4,2,135.89,297.2,657.9,1127.8,7,6,4,3,1,894.1,29,28,26,24,1.7,-16,249,15,34,1,0,0,0,1,9.3,-15.3,-7777,24,114,30,310,310,310,310,-5.8,-16.3,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,04,-1.7,-16,26.16,51.05,87.88,8,5,2,1,65.53,76.2,221,983,4,3,2,1,1,475,13,12,11,9,4.7,-15.9,269,20,108,25,-7777,0,0,0,12.8,-15.2,0,2,40,27,297,300,300,300,-3.3,-16.5,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,05,0.3,-15.7,17.02,31.24,62.99,6,4,1,1,45.47,0,38.1,116.8,1,1,0,0,0,73.7,3,2,2,1,9.1,-15.9,307,28,211,108,17,0,0,0,18.2,-15.1,0,0,3,17,284,310,310,310,0.1,-16.4,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,06,2.4,-15.9,5.59,15.49,26.42,3,2,1,0,18.03,0,0,12.7,0,0,-7777,0,0,12.7,0,-7777,0,0,13.2,-16.3,300,30,278,213,83,0,0,0,23.3,-15.6,0,0,0,4,202,295,300,300,3.2,-16.8,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,07,4.7,-16.4,0,4.83,10.67,1,1,0,-7777,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,-16.2,310,31,309,295,212,4,0,0,28.1,-15.9,0,0,0,1,110,290,310,310,5.6,-16.2,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,08,4.6,-16.4,0,3.3,20.07,2,1,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,-16.8,310,31,310,296,192,2,0,0,27.6,-16.3,0,0,0,1,128,298,310,310,5.2,-17,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,09,3.9,-15.7,1.02,10.16,38.35,3,2,1,0,23.37,0,0,0,0,0,0,0,0,2.5,-7777,0,0,0,12.9,-16.6,300,30,276,221,91,0,0,0,23.7,-15.8,0,0,0,8,237,297,300,300,2.1,-16.8,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,10,1.4,-15.5,12.7,44.45,93.98,5,3,1,1,55.12,0,0,114.3,1,1,0,0,-7777,71.1,1,1,0,-7777,7.8,-16.3,303,27,209,91,10,0,0,0,17.4,-15.3,0,0,12,25,304,310,310,310,-1.8,-16.9,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,11,-3.1,-15.3,42.16,91.44,183.64,8,7,3,2,127,83.8,182.9,391.2,4,3,2,1,0,287,8,6,4,2,2.1,-16.1,239,14,42,1,0,0,0,1,9.4,-15.2,0,16,102,28,298,300,300,300,-5.2,-16.2,Nevada,"c(-120.2331, 39.3239)"
USC00042467,"DONNER MEMORIAL ST PARK, CA US",39.3239,-120.2331,1809.6,12,-4.6,-15.3,61.47,136.4,278.89,10,8,5,3,182.37,419.1,657.9,1559.6,7,6,4,3,1,944.9,26,24,21,14,-2.1,-16,155,3,-7777,0,0,0,0,5,4.4,-16.2,2,69,204,30,310,310,310,310,-8.7,-15.1,Nevada,"c(-120.2331, 39.3239)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,01,-8.3,-15.9,NA,NA,NA,NA,NA,NA,NA,255.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-16.3,213,12,20,0,0,0,0,2,7.7,-15.7,0,5,30,20,304,310,310,310,-1.8,-16.3,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,02,-7.3,-15.5,NA,NA,NA,NA,NA,NA,NA,276.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,-16.2,206,10,29,-7777,0,0,0,2,8.2,-15.4,0,4,37,20,276,280,280,280,-2.3,-16.4,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,03,-6.9,-15.7,NA,NA,NA,NA,NA,NA,NA,239.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,-15.7,245,15,51,3,0,0,0,1,9.8,-14.8,0,-7777,18,19,299,310,310,310,-0.9,-16.3,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,04,-6.3,-16,NA,NA,NA,NA,NA,NA,NA,131.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,-15.7,265,20,99,27,-7777,0,0,0,12.5,-14.9,0,0,3,11,251,299,300,300,1.1,-16.3,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,05,-5,-16.5,NA,NA,NA,NA,NA,NA,NA,89.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,-15.3,304,27,198,98,15,0,0,0,17.4,-14.9,0,0,0,4,147,285,309,310,4.7,-15.6,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,06,-4,-16.8,NA,NA,NA,NA,NA,NA,NA,25.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,-16.2,300,30,273,196,67,0,0,0,22.7,-15.9,0,0,0,0,38,179,290,300,8.9,-16.3,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,07,-2.9,-16.7,NA,NA,NA,NA,NA,NA,NA,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,-16,310,31,306,292,191,3,0,0,27.4,-15.7,0,0,0,0,3,64,255,310,12.5,-16.2,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,08,-2.8,-16.8,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,-16.4,310,31,310,292,187,2,0,0,27.3,-16.4,0,0,0,-7777,2,63,262,310,12.4,-16.3,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,09,-3.6,-16.2,NA,NA,NA,NA,NA,NA,NA,27.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,-15.8,299,30,280,233,99,1,0,0,24.1,-15.3,0,0,0,0,23,145,286,300,9.9,-16.1,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,10,-5.3,-16.1,NA,NA,NA,NA,NA,NA,NA,100.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,-15.6,306,28,219,108,21,0,0,0,18.3,-14.8,0,0,0,2,109,269,310,310,5.9,-16.2,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,11,-7.5,-15.7,NA,NA,NA,NA,NA,NA,NA,210.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,-15.5,263,18,72,13,0,0,0,0,11.4,-14.7,0,0,8,11,237,299,300,300,1.1,-16.1,Nevada,"c(-120.6556, 39.4539)"
USC00041018,"BOWMAN DAM, CA US",39.4539,-120.6556,1641.3,12,-8.8,-16,NA,NA,NA,NA,NA,NA,NA,319.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,-16,212,10,12,0,0,0,0,2,7.3,-15.5,0,2,25,20,304,310,310,310,-1.7,-16.2,Nevada,"c(-120.6556, 39.4539)"
USC00041130,"BRUSH CREEK RANGER STATION, CA US",39.6949,-121.3452,1085.1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte,"c(-121.3452, 39.6949)"
USC00041130,"BRUSH CREEK RANGER STATION, CA US",39.6949,-121.3452,1085.1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte,"c(-121.3452, 39.6949)"
USC00041130,"BRUSH CREEK RANGER STATION, CA US",39.6949,-121.3452,1085.1,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte,"c(-121.3452, 39.6949)"
USC00041130,"BRUSH CREEK RANGER STATION, CA US",39.6949,-121.3452,1085.1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte,"c(-121.3452, 39.6949)"
USC00041130,"BRUSH CREEK RANGER STATION, CA US",39.6949,-121.3452,1085.1,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte,"c(-121.3452, 39.6949)"
USC00041130,"BRUSH CREEK RANGER STATION, CA US",39.6949,-121.3452,1085.1,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte,"c(-121.3452, 39.6949)"
USC00041130,"BRUSH CREEK RANGER STATION, CA US",39.6949,-121.3452,1085.1,07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte,"c(-121.3452, 39.6949)"
USC00041130,"BRUSH CREEK RANGER STATION, CA US",39.6949,-121.3452,1085.1,08,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte,"c(-121.3452, 39.6949)"
