STATION,STATION_NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL,MLY-SNOW-25PCTL,MLY-SNOW-50PCTL,MLY-SNOW-75PCTL,MLY-SNOW-AVGNDS-GE001TI,MLY-SNOW-AVGNDS-GE010TI,MLY-SNOW-AVGNDS-GE030TI,MLY-SNOW-AVGNDS-GE050TI,MLY-SNOW-AVGNDS-GE100TI,MLY-SNOW-NORMAL,MLY-SNWD-AVGNDS-GE001WI,MLY-SNWD-AVGNDS-GE003WI,MLY-SNWD-AVGNDS-GE005WI,MLY-SNWD-AVGNDS-GE010WI,MLY-TAVG-NORMAL,MLY-TAVG-STDDEV,MLY-TMAX-AVGNDS-GRTH040,MLY-TMAX-AVGNDS-GRTH050,MLY-TMAX-AVGNDS-GRTH060,MLY-TMAX-AVGNDS-GRTH070,MLY-TMAX-AVGNDS-GRTH080,MLY-TMAX-AVGNDS-GRTH090,MLY-TMAX-AVGNDS-GRTH100,MLY-TMAX-AVGNDS-LSTH032,MLY-TMAX-NORMAL,MLY-TMAX-STDDEV,MLY-TMIN-AVGNDS-LSTH000,MLY-TMIN-AVGNDS-LSTH010,MLY-TMIN-AVGNDS-LSTH020,MLY-TMIN-AVGNDS-LSTH032,MLY-TMIN-AVGNDS-LSTH040,MLY-TMIN-AVGNDS-LSTH050,MLY-TMIN-AVGNDS-LSTH060,MLY-TMIN-AVGNDS-LSTH070,MLY-TMIN-NORMAL,MLY-TMIN-STDDEV,COUNTY,geometry
USC00044705,"LAKE SABRINA, CA US",37.213,-118.6136,2763,12,NA,NA,21.08,45.47,66.04,8,5,1,0,50.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inyo,"c(-118.6136, 37.213)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,01,-3.7,-16.4,53.59,127.76,166.88,10,7,4,2,124.46,0,0,0,0,0,0,0,0,2.5,0,0,0,0,8.3,-16.3,308,27,144,35,-7777,0,0,0,15.3,-16.1,0,0,1,11,259,309,310,310,1.3,-16.2,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,02,-3.4,-16.3,61.47,117.35,160.02,10,7,3,2,122.68,0,0,0,-7777,-7777,0,0,0,2.5,-7777,0,0,0,9.8,-16.4,279,26,171,54,3,0,0,0,17,-15.9,0,0,1,5,195,278,280,280,2.7,-16.7,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,03,-2.7,-16.4,42.16,83.06,149.86,10,7,4,1,109.98,0,0,0,0,-7777,0,0,0,2.5,-7777,0,0,0,11.7,-15.9,310,30,242,121,14,-7777,0,0,19.3,-15.4,0,0,-7777,3,158,301,310,310,4.2,-16.3,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,04,-1.8,-16.7,19.81,54.36,91.69,7,4,2,1,66.29,0,0,0,-7777,0,0,0,0,-7777,0,0,0,0,14,-15.9,300,30,260,173,67,1,0,0,22,-15.6,0,0,0,2,97,256,299,300,6.1,-16.2,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,05,-0.4,-16.6,2.03,19.05,32,4,2,1,0,28.45,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,-15.6,310,31,302,264,184,7,1,0,27.6,-15.1,0,0,0,-7777,25,152,275,310,10.2,-15.9,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,06,0.8,-16.7,0,0.25,5.59,1,1,0,0,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,-16.2,300,30,299,294,270,19,5,0,33.1,-15.8,0,0,0,0,1,37,179,291,14.5,-16.4,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,07,1.5,-16.9,0,0,3.3,1,0,-7777,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,-16.2,310,31,310,310,309,29,14,0,37.4,-16.1,0,0,0,0,0,2,64,259,18.1,-16.2,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,08,1.7,-16.8,0,0,0.76,1,-7777,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,-16.8,310,31,310,310,310,29,13,0,37.1,-16.7,0,0,0,0,0,3,81,271,17.6,-16.7,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,09,1.5,-16.4,0,2.03,12.95,2,1,0,0,11.18,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,-16.2,300,30,300,295,275,20,6,0,33.7,-15.7,0,0,0,0,0,28,178,295,14.4,-16.4,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,10,0.2,-16.7,12.45,22.61,56.39,4,2,1,0,36.58,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,-15.8,310,31,304,267,183,6,1,0,27.4,-15.5,0,0,0,0,31,172,289,310,9.5,-16.1,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,11,-2.3,-16.5,15.75,49.78,113.54,7,5,2,1,73.91,0,0,0,0,-7777,-7777,-7777,0,5.1,0,-7777,-7777,0,12,-15.9,300,29,231,122,28,0,0,0,19.7,-15.5,0,0,0,3,152,288,300,300,4.3,-16.2,Tulare,"c(-118.8253, 36.4914)"
USC00040343,"ASH MOUNTAIN, CA US",36.4914,-118.8253,520.6,12,-3.7,-16.5,55.12,88.65,152.65,8,5,3,2,101.35,0,0,0,0,-7777,0,0,0,2.5,0,0,0,0,8.2,-16.5,309,28,145,27,0,0,0,0,15.2,-16.1,0,0,3,11,268,309,310,310,1.1,-16.6,Tulare,"c(-118.8253, 36.4914)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,01,-2.8,-15.4,NA,NA,NA,NA,NA,NA,NA,67.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,-15.8,206,6,-7777,0,0,0,0,3,6.1,-16.1,2,82,196,30,309,310,310,310,-8.8,-15.1,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,02,-3.2,-15.3,NA,NA,NA,NA,NA,NA,NA,66.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-16.1,196,7,4,0,0,0,0,2,6.7,-15.7,1,65,151,27,280,280,280,280,-7.9,-15.6,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,03,-3.4,-15.9,NA,NA,NA,NA,NA,NA,NA,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,-16.1,249,15,24,0,0,0,0,1,9.2,-15.4,0,18,99,28,310,310,310,310,-5.3,-16.4,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,04,-2.4,-15.8,NA,NA,NA,NA,NA,NA,NA,26.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,-16,270,19,97,16,0,0,0,0,12.3,-15.1,0,2,32,26,299,300,300,300,-3,-16.8,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,05,-0.4,-15.7,NA,NA,NA,NA,NA,NA,NA,27.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,-16.2,308,28,205,93,8,0,0,0,17.5,-15.3,0,0,3,16,282,310,310,310,0.1,-16.8,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,06,1.8,-15.9,NA,NA,NA,NA,NA,NA,NA,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,-16.5,300,30,273,197,50,-7777,0,0,22.4,-15.8,0,0,0,6,210,294,300,300,2.8,-16.7,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,07,4.1,-16.8,NA,NA,NA,NA,NA,NA,NA,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,-16.2,310,31,309,295,189,1,0,0,27.1,-16.1,0,0,0,1,130,286,310,310,5.2,-16.2,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,08,4.5,-16.4,NA,NA,NA,NA,NA,NA,NA,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,-16.7,310,31,309,295,174,1,0,0,26.8,-16.5,0,0,0,3,156,295,310,310,4.6,-16.5,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,09,3.9,-15.8,NA,NA,NA,NA,NA,NA,NA,17.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,-16.3,300,30,279,217,66,0,0,0,23.1,-15.8,0,0,-7777,11,250,296,300,300,1.4,-16.3,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,10,1.5,-15.3,NA,NA,NA,NA,NA,NA,NA,45.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,-16.5,304,28,200,73,4,0,0,-7777,17.1,-15.5,0,-7777,21,25,301,310,310,310,-2.2,-16.6,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,11,-2,-15.7,NA,NA,NA,NA,NA,NA,NA,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,-16,258,16,47,-7777,0,0,0,1,10.3,-15.4,0,22,111,27,298,300,300,300,-5.5,-16.2,El Dorado,"c(-119.9947, 38.8983)"
USW00093230,"SOUTH LAKE TAHOE AIRPORT, CA US",38.8983,-119.9947,1924.5,12,-2.9,-15.5,NA,NA,NA,NA,NA,NA,NA,74.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,-15.9,210,6,1,0,0,0,0,3,6.2,-16.2,2,76,199,29,308,310,310,310,-8.6,-15.2,El Dorado,"c(-119.9947, 38.8983)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,01,-6.1,-15.8,26.67,57.4,82.3,9,5,2,0,60.96,0,0,0,-7777,-7777,-7777,0,0,2.5,0,0,0,0,8.7,-16.3,310,27,121,17,-7777,0,0,0,14.5,-16.1,0,0,0,8,208,299,309,310,2.8,-15.9,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,02,-4.1,-15.7,26.42,48.77,87.38,8,5,1,0,54.61,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,-16.7,280,28,205,52,2,0,0,0,17.9,-16.4,0,0,0,3,149,263,280,280,4.3,-16.2,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,03,-2.6,-15.6,19.3,36.58,73.41,7,5,2,0,56.39,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,-16.2,310,31,283,157,32,-7777,0,0,21.3,-15.6,0,0,0,1,94,271,309,310,6.2,-16.1,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,04,-0.8,-15.9,5.84,23.88,47.24,4,3,1,0,28.96,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,-16.3,300,30,293,229,113,2,0,0,24.9,-15.6,0,0,0,-7777,39,220,298,300,7.9,-16.6,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,05,0.3,-16.1,0.25,4.83,11.94,2,1,0,-7777,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,-16.1,310,31,310,293,220,9,1,0,29.4,-15.6,0,0,0,0,4,117,272,309,11.3,-16.1,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,06,0.9,-16.4,0,0,1.78,1,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9,-16.7,300,30,300,300,284,19,4,0,33.3,-16.2,0,0,0,0,0,24,185,294,14.6,-16.8,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,07,0.9,-16.2,0,0,0,0,-7777,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,-16.3,310,31,310,310,310,29,9,0,36.2,-16.1,0,0,0,0,0,1,81,269,17.5,-16.2,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,08,1.6,-16.3,0,0,0,0,-7777,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-16.8,310,31,310,310,309,28,7,0,35.7,-16.6,0,0,0,0,0,1,127,290,16.3,-16.5,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,09,1.7,-16,0,0.25,7.62,1,1,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,-16.5,300,30,300,298,276,19,3,0,32.9,-16.1,0,0,0,0,1,35,225,297,13.5,-16.4,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,10,0,-16.1,0.76,11.43,28.19,3,2,0,0,16.26,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-16.2,310,31,309,276,165,4,0,0,26.9,-15.9,0,0,0,0,24,186,306,310,9.1,-16.2,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,11,-3.3,-16,5.59,25.15,57.66,5,3,1,0,34.04,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,-16.4,300,30,246,104,9,0,0,0,19.4,-16,0,0,0,3,133,283,300,300,4.9,-16.3,Tulare,"c(-119.0545, 36.2032)"
USC00044957,"LINDSAY, CA US",36.2032,-119.0545,132.6,12,-5.4,-15.9,27.43,40.89,55.12,8,4,1,0,46.48,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,-16.3,308,27,122,10,-7777,0,0,0,14.4,-16.2,0,0,1,10,231,304,310,310,2.1,-15.9,Tulare,"c(-119.0545, 36.2032)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,01,-7.7,-16.2,63.75,181.61,367.79,10,9,5,3,231.9,88.9,538.5,1016,5,5,3,2,1,637.5,19,18,16,12,3.9,-16.1,245,14,29,0,0,0,0,1,8.9,-15.7,0,1,23,19,301,310,310,310,-1.1,-16.1,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,02,-6.8,-16,90.17,190.75,289.05,10,8,5,3,220.47,152.4,490.2,919.5,5,5,3,2,1,579.1,19,17,15,11,4.4,-16,235,14,52,2,0,0,0,1,9.9,-15.4,0,1,20,17,269,280,280,280,-1.1,-16.3,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,03,-5.6,-16.3,71.37,154.18,271.53,11,9,5,3,183.9,114.3,459.7,736.6,5,4,3,2,1,635,14,12,10,7,6.3,-15.4,282,20,98,16,-7777,0,0,0,12.4,-14.9,0,0,10,13,278,310,310,310,0.2,-15.9,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,04,-4.4,-16.4,38.86,72.64,128.27,8,6,3,1,95,0,76.2,279.4,2,2,1,1,0,228.6,5,3,2,1,9.1,-15.7,291,23,162,67,7,0,0,-7777,15.8,-15.1,0,0,2,9,210,297,300,300,2.4,-16.2,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,05,-3.3,-16.5,20.83,36.83,78.99,6,4,1,1,54.36,0,0,7.6,0,0,0,-7777,0,20.3,0,0,0,0,13.6,-15.5,309,29,246,165,55,0,0,0,20.8,-14.9,0,0,0,2,97,255,309,310,6.3,-15.9,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,06,-2,-16.8,0.51,11.18,26.67,2,2,1,0,18.8,0,0,0,-7777,-7777,0,0,0,2.5,-7777,0,0,0,18.2,-16.1,300,30,286,257,152,2,0,0,26.1,-15.7,0,0,0,0,15,121,290,300,10.3,-16.4,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,07,-0.8,-17.1,0,0,2.79,1,0,-7777,-7777,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,-16.2,310,31,310,306,274,11,0,0,30.9,-16,0,0,0,0,1,22,222,310,13.9,-16.3,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,08,-0.7,-17.1,0,0.51,1.52,1,0,-7777,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,-16.7,310,31,310,307,276,10,0,0,30.7,-16.4,0,0,0,0,0,22,240,310,13.6,-16.9,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,09,-1.9,-16.6,0,7.37,24.13,3,2,1,0,23.11,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,-15.9,300,30,287,255,172,3,0,0,26.5,-15.4,0,0,0,0,12,119,291,300,10.7,-16.3,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,10,-3.9,-16.4,24.64,54.36,126.75,5,4,2,1,80.26,0,0,0,0,0,-7777,-7777,0,12.7,1,0,0,0,13.2,-15.7,310,29,247,145,37,0,0,0,20.2,-15.2,0,0,0,2,91,262,310,310,6.2,-16.1,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,11,-6.7,-16.6,47.75,105.66,246.38,8,6,3,2,144.53,0,38.1,109.2,2,2,1,1,0,132.1,4,3,2,1,7.2,-15.6,282,21,100,19,0,0,0,0,12.7,-15.1,0,0,6,10,232,299,300,300,1.7,-15.9,Tuolumne,"c(-119.9161, 37.9747)"
USC00041697,"CHERRY VALLEY DAM, CA US",37.9747,-119.9161,1452.4,12,-8.2,-16.4,85.09,214.88,312.17,10,8,4,2,223.77,152.4,431.8,823,5,4,3,2,0,505.5,14,11,10,6,3.8,-16.2,247,12,19,0,0,0,0,1,8.6,-15.9,0,2,20,18,298,310,310,310,-1,-16.3,Tuolumne,"c(-119.9161, 37.9747)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,01,-7.7,-16.3,53.59,132.33,189.74,9,7,4,2,132.59,0,0,0,0,0,0,0,0,10.2,0,0,0,0,7.3,-16.4,305,22,68,5,0,0,0,0,12.4,-16.2,0,0,0,8,230,304,310,310,2.3,-16.2,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,02,-7.7,-16.6,50.04,116.59,147.57,9,7,4,2,117.86,0,0,0,0,0,0,0,0,7.6,0,0,0,0,8.8,-16.4,278,23,94,10,0,0,0,0,13.8,-16.1,0,0,1,4,159,272,280,280,3.8,-16.4,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,03,-7,-16.7,38.61,80.26,136.14,8,6,3,1,108.2,0,0,12.7,0,0,0,0,0,17.8,0,0,0,0,10.6,-15.9,310,28,173,36,1,0,0,0,16,-15.7,0,0,0,2,130,285,310,310,5.2,-16.1,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,04,-5.4,-16.6,16,28.19,87.12,6,4,1,1,50.04,0,0,0,0,0,0,0,0,2.5,-7777,0,0,0,13.4,-15.8,300,29,231,116,30,0,0,0,19.6,-15.4,0,0,0,1,83,227,294,300,7.2,-16.1,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,05,-3.8,-16.6,3.81,14.73,37.08,4,2,1,0,25.15,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,-15.6,310,31,298,240,128,3,0,0,25.3,-15.2,0,0,0,0,20,130,257,306,11.2,-15.8,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,06,-2.8,-16.7,0,1.27,8.89,1,1,0,0,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,-16.1,300,30,300,289,242,11,1,0,30.4,-15.9,0,0,0,0,2,30,154,271,15.4,-16.3,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,07,-3.1,-17.3,0,0,0.51,1,0,-7777,-7777,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,-16.2,310,31,310,310,305,23,4,0,34.2,-16.2,0,0,0,0,0,1,33,214,19.5,-16.2,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,08,-3.2,-17.2,0,0,0.76,1,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,-16.8,310,31,310,310,305,21,2,0,33.6,-16.7,0,0,0,0,0,1,42,232,19,-16.8,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,09,-3.8,-17,0,0.51,11.94,2,1,0,0,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,-16,300,30,299,287,236,11,0,0,30.1,-15.8,0,0,0,0,-7777,24,126,271,16.1,-16.2,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,10,-5.2,-16.7,7.11,22.35,72.39,4,2,1,0,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,-15.9,310,31,289,215,87,1,0,0,23.7,-15.6,0,0,0,-7777,16,129,273,306,11,-16.2,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,11,-6.8,-16.6,17.02,47.24,109.73,6,4,2,1,66.55,0,0,0,-7777,-7777,0,0,0,-7777,0,0,0,0,10.8,-16,298,28,165,47,2,0,0,0,16.3,-15.7,0,0,0,2,120,274,299,300,5.4,-16.2,Fresno,"c(-119.5128, 37.0919)"
USC00040379,"AUBERRY 2 NW, CA US",37.0919,-119.5128,637,12,-8.1,-16.4,61.47,90.93,151.89,9,6,3,1,107.7,0,0,0,0,0,0,0,0,10.2,0,0,0,0,7.2,-16.4,304,22,61,1,0,0,0,-7777,12.1,-16.1,0,0,3,7,226,307,310,310,2.3,-16.4,Fresno,"c(-119.5128, 37.0919)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,01,-8.5,-16.5,73.91,153.92,197.61,12,9,4,2,161.54,0,0,0,0,0,0,0,0,-7777,0,0,0,0,7.9,-16.4,307,23,62,2,0,0,0,0,12.5,-16.3,0,0,0,5,204,307,310,310,3.2,-16.2,Placer,"c(-121.0838, 38.9072)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,02,-7.7,-16.4,79.76,130.05,234.19,10,8,4,2,159.51,0,0,0,0,0,0,-7777,0,5.1,0,0,0,0,9.7,-16.4,278,24,113,15,0,0,0,0,14.7,-16.1,0,0,0,2,136,272,280,280,4.6,-16.3,Placer,"c(-121.0838, 38.9072)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,03,-6.8,-16.1,70.36,97.79,188.72,10,8,4,2,147.57,0,0,0,0,0,0,0,0,5.1,-7777,-7777,0,0,11.4,-16.1,309,30,188,53,2,0,0,0,16.9,-15.5,0,0,0,0,102,282,310,310,6,-16.4,Placer,"c(-121.0838, 38.9072)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,04,-5.7,-16.4,30.48,49.02,109.98,7,5,2,1,72.9,0,0,0,-7777,-7777,-7777,0,0,5.1,-7777,0,0,0,13.7,-16.1,300,29,234,117,26,0,0,0,19.7,-15.7,0,0,0,0,57,232,296,300,7.6,-16.4,Placer,"c(-121.0838, 38.9072)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,05,-4.3,-16.4,9.4,27.94,57.4,4,3,1,0,40.39,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,-15.8,310,31,294,229,110,2,-7777,0,24.6,-15.3,0,0,0,0,4,138,267,309,11.1,-16.1,Placer,"c(-121.0838, 38.9072)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,06,-3,-16.8,0,6.1,14.99,2,1,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,-16.2,300,30,298,282,218,8,0,0,29.3,-15.8,0,0,0,0,0,27,190,285,14.5,-16.4,Placer,"c(-121.0838, 38.9072)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,07,-2.2,-17.1,0,0,0,0,0,0,0,-7777,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,-16.2,310,31,310,310,296,19,3,0,33.2,-16.1,0,0,0,0,0,1,90,259,17.6,-16.2,Placer,"c(-121.0838, 38.9072)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,08,-2.3,-17.1,0,0,1.78,1,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,-16.8,310,31,310,309,296,18,2,0,32.7,-16.7,0,0,0,0,0,1,110,265,17.2,-16.8,Placer,"c(-121.0838, 38.9072)"
USC00040383,"AUBURN, CA US",38.9072,-121.0838,393.8,09,-3.3,-16.9,0,4.06,14.48,2,1,1,0,15.24,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,-16.3,300,30,299,288,229,9,0,0,29.6,-15.9,0,0,0,0,0,16,165,287,15.2,-16.6,Placer,"c(-121.0838, 38.9072)"
